c,time
0.99965,0
0.99965375,1
0.99965,2
0.99965,3
0.99965,4
0.99965,5
0.99965,6
0.99965,7
0.99965,8
0.99965075,9
0.99965,10
0.99964,11
0.99962496,12
0.999769,13
0.99965,14
0.99965037,15
0.99964992,16
0.99965,17
0.99965,18
0.99964495,19
0.99964992,20
0.99965075,21
0.99963198,22
0.99965,23
0.99965,24
0.99966788,25
0.99960525,26
0.99965,27
0.99967537,28
0.9997,29
0.99965037,30
0.99965075,31
0.99965037,32
0.99965,33
0.99965,34
0.99965,35
0.9996,36
0.99965,37
0.99965,38
0.99965,39
0.99965,40
0.99964327,41
0.99965,42
0.99965,43
0.999625,44
0.99955,45
0.99974521,46
0.9996,47
0.9996,48
0.99969996,49
0.99965,50
0.99974993,51
0.99965,52
0.99975,53
0.99963775,54
0.99963178,55
0.999575,56
0.99975,57
0.99963997,58
0.999525,59
