c,time
1.00023941,0
1.0002422,1
1.0002436,2
1.00025,3
1.000245,4
1.00025075,5
1.000243,6
1.00025,7
1.00025001,8
1.00019233,9
1.00023744,10
1.00025038,11
1.00028999,12
1.00027162,13
1.00029104,14
1.00028999,15
1.00029383,16
1.0002695,17
1.00024779,18
1.00024116,19
1.00022127,20
1.00023779,21
1.00025,22
1.00024511,23
1.00023453,24
1.00025,25
1.00025,26
1.00025004,27
1.00025001,28
1.00025,29
1.00025041,30
1.00031866,31
1.0003429,32
1.00035117,33
1.00037002,34
1.00030976,35
1.00030122,36
1.00028538,37
1.00027525,38
1.00026823,39
1.00025041,40
1.00025041,41
1.00025041,42
1.00022499,43
1.00025004,44
1.00027258,45
1.00026537,46
1.00026537,47
1.00026839,48
1.00026037,49
1.00025075,50
1.00025537,51
1.00027421,52
1.00035,53
1.00033069,54
1.00035,55
1.00033732,56
1.00033034,57
1.00027037,58
1.00022,59
0.99973038,0
0.999705,1
0.9997,2
0.999724,3
0.9997,4
0.999704,5
0.9997,6
0.9997,7
0.9997,8
0.999667,9
0.999668,10
0.9997,11
0.9997,12
0.9997,13
0.999689,17
0.999676,18
0.9997,19
0.9998175,20
0.9997,21
0.9997,22
0.9997,23
0.9997,24
0.9997,25
0.9997,26
0.9997,27
0.9997,28
0.9997,29
0.99976199,30
0.9997,31
0.99965008,32
0.99965008,33
0.99965008,34
0.99965008,35
0.99972749,36
0.99965008,37
0.99965008,38
0.99965008,39
0.99965008,40
0.99965008,41
0.99965008,42
0.99965008,43
0.99965008,44
0.99965008,45
0.99965008,46
0.99965008,47
0.99965008,48
0.99965008,49
0.9995,50
0.9995,51
0.99960054,52
0.9995,53
0.9995,54
0.9995,55
0.9995,56
0.9995,57
0.9995,58
0.9995,59
