c,time
1.00026655,0
1.00031499,1
1.00031499,2
1.00030999,3
1.00035,4
1.0002627,5
1.0002613,6
1.00026909,7
1.00025075,8
1.00028302,9
1.00026337,10
1.00026677,11
1.00032217,12
1.00032028,13
1.00030686,14
1.00031118,15
1.00033787,16
1.00032715,17
1.00032504,18
1.00026038,19
1.00026038,20
1.00026038,21
1.00026038,22
1.00027108,23
1.00027395,24
1.00028511,25
1.0002586,26
1.00027001,27
1.00025001,28
1.00025,29
1.00025,30
1.00025,31
1.00025,32
1.00024,33
1.00025,34
1.0002486,35
1.00024,36
1.00024001,37
1.00025,38
1.00025,39
1.00025038,40
1.00025001,41
1.00025075,42
1.00025075,43
1.00025075,44
1.00025075,45
1.00025075,46
1.00025075,47
1.00025001,48
1.00025001,49
1.00025001,50
1.00025001,51
1.00025,52
1.00025075,53
1.00021,54
1.000245,55
1.00021249,56
1.00025075,57
1.00025075,58
1.00025001,59
0.99951,0
0.99954004,1
0.99952,2
0.99952,3
0.99948993,4
0.99955001,5
0.99955001,6
0.99955008,7
0.99955001,8
0.99955001,9
0.999651,10
0.999651,11
0.99965321,12
0.999651,13
0.999651,14
0.999651,15
0.999651,16
0.9996955,17
0.99965916,18
0.99966015,19
0.99965744,20
0.999651,21
0.99965,22
0.999651,23
0.999651,24
0.999651,25
0.99964888,26
0.99963285,27
0.99962552,28
0.99964191,29
0.99966752,30
0.99964303,31
0.99965137,32
0.9997455,33
0.9996357,34
0.999651,35
0.999651,36
0.99964545,37
0.99964344,38
0.999651,39
0.99963744,40
0.99963077,41
0.99963342,42
0.99966472,43
0.99963968,44
0.99958,45
0.99959,46
0.99955008,47
0.99955395,48
0.9996255,49
0.99955302,50
0.99955008,51
0.99955008,52
0.99955432,53
0.99955008,54
0.99967549,55
0.99955715,56
0.99955008,57
0.99955228,58
0.99955008,59
