c,time
1.00025001,0
1.00020125,1
1.00028001,2
1.0003,3
1.00025037,4
1.0002,5
1.00023899,6
1.0002,7
1.00025,8
1.0001924,9
1.00021237,10
1.00020351,11
1.00021456,12
1.00022664,13
1.00022625,14
1.00021025,15
1.00021025,16
1.00023,17
1.00025,18
1.00025,19
1.00025,20
1.00025,21
1.00025,22
1.00025,23
1.00025,24
1.00025,25
1.00025,26
1.00025,27
1.00025,28
1.00025,29
1.00025,30
1.00025,31
1.00025,32
1.00025,33
1.00025,34
1.00025,35
1.00025,36
1.00024183,37
1.00027,38
1.00027,39
1.00030785,40
1.00029013,41
1.00028147,42
1.0003,43
1.00025,44
1.00032,45
1.0003,46
1.0003,47
1.00030075,48
1.0002973,49
1.0002975,50
1.00029349,51
1.00030025,52
1.0003,53
1.0003,54
1.0003,55
1.000305,56
1.0003,57
1.0003,58
1.00029097,59
