c,time
1.00000025,0
1.00000082,1
1.00000544,2
1.00000671,3
1.00000025,4
1.00000836,5
1.00000025,6
1.00000025,7
1.00001122,8
1.00000025,9
1.00000025,10
1.00000025,11
1.00000104,12
1.00000025,13
1.00001066,14
1.0000027,15
1.00000217,16
1.00000025,17
1.00000156,18
1.00000633,19
1.00000025,20
1.00000025,21
1.00000101,22
1.00000987,23
1.00000025,24
1.00000462,25
1.00000252,26
1.00000025,27
1.00000025,28
1.00000025,29
1.00000372,30
1.00000025,31
1.00000829,32
1.00000025,33
1.00000561,34
1.00000025,35
1.00000671,36
1.00000025,37
1.00000025,38
1.00000882,39
1.0,40
1.00000818,41
1.00000218,42
1.00000854,43
1.00000025,44
1.00000273,45
1.00000025,46
1.00000025,47
1.00000525,48
1.0000127,49
1.00000085,50
1.00000025,51
1.00000025,52
1.00000025,53
1.00000307,54
1.00000716,55
1.00001094,56
1.00000129,57
1.00000025,58
1.00000025,59
