c,time
1.00025,0
1.00025,1
1.00025,2
1.00025,3
1.00025,4
1.00025,5
1.00025,6
1.00025,7
1.00025,8
1.00025,9
1.00025,10
1.00025,11
1.00025,12
1.00025,13
1.00025,14
1.00025,15
1.00025,16
1.00025,17
1.00025,18
1.00025001,19
1.00025075,20
1.00025075,21
1.00025001,22
1.00025,23
1.00025075,24
1.00025001,25
1.00025075,26
1.00025,27
1.00025245,28
1.000255,29
1.00025075,30
1.00025075,31
1.00025038,32
1.00025038,33
1.00025001,34
1.00024999,35
1.00024999,36
1.00024999,37
1.00024999,38
1.00024999,39
1.000245,40
1.00024999,41
1.00024585,42
1.0002437,43
1.00024157,44
1.00024448,45
1.000235,46
1.00024999,47
1.00024999,48
1.00025,49
1.000235,50
1.00024999,51
1.00024741,52
1.000245,53
1.000245,54
1.00024999,55
1.00024999,56
1.00024617,57
1.00024999,58
1.00024999,59
