c,time
1.0000059,0
1.0000049,1
1.00000041,2
1.00000025,3
1.00000386,4
1.00001062,5
1.00000025,6
1.00000033,7
1.00000025,8
1.00000131,9
1.00000025,10
1.00000025,11
1.00000025,12
1.00000025,13
1.00000025,14
1.0,15
1.00000025,16
1.0,17
1.00000247,18
1.00001011,19
1.00000353,20
1.0,21
1.00000483,22
1.00000058,23
1.0000034,24
1.00000025,25
1.0000126,26
1.0,27
1.00000025,28
1.00000058,29
1.00000025,30
1.00000489,31
1.00000025,32
1.00000025,33
1.00000025,34
1.00000025,35
1.00000025,36
1.0,37
1.00000025,38
1.0,39
1.00000025,40
1.00000025,41
1.00000025,42
1.0,43
1.0,44
1.0,45
1.00000023,46
1.0,47
1.00000025,48
1.00000025,49
1.0,50
1.00000025,51
1.0,52
1.0,53
1.0,54
1.0,55
1.0,56
1.0,57
1.00000278,58
1.0,59
