c,time
1.00026037,0
1.00025537,1
1.0002725,2
1.00025038,3
1.00025038,4
1.00025038,5
1.00025287,6
1.00025577,7
1.00026037,8
1.0002675,9
1.00025537,10
1.00026287,11
1.00026988,12
1.00025502,13
1.000275,14
1.00026287,15
1.000265,16
1.00025287,17
1.00025787,18
1.00026287,19
1.00025038,20
1.00025287,21
1.00025537,22
1.00025038,23
1.00025038,24
1.00025537,25
1.00025287,26
1.00025038,27
1.0002575,28
1.00026,29
1.0002625,30
1.00025287,31
1.0002525,32
1.00026037,33
1.00025873,34
1.00025038,35
1.00025887,36
1.00025038,37
1.00025038,38
1.0002475,39
1.00025287,40
1.00025038,41
1.00026,42
1.00026,43
1.00025038,44
1.00026,45
1.00021825,46
1.00019545,47
1.0002025,48
1.0002175,49
1.0002175,50
1.0002125,51
1.0002175,52
1.00025038,53
1.00021749,54
1.0002375,55
1.00025038,56
1.00024,57
1.00024555,58
1.0002485,59
