c,time
1.0,0
1.00000491,1
1.0,2
1.0,3
1.00000785,4
1.0,5
1.0,6
1.00000723,7
1.00000062,8
1.0000007,9
1.0,10
1.0000032,11
1.0,12
1.000005,13
1.00000353,14
1.00002212,15
1.0,16
1.0,17
1.0,18
1.0,19
1.00000746,20
1.0,21
1.00000688,22
1.0,23
1.0,24
1.00001143,25
1.0,26
1.0,27
1.00000984,28
1.0,29
1.00000135,30
1.00000164,31
1.0,32
1.0,33
1.00000532,34
1.0,35
1.0,36
1.00000058,37
1.0,38
1.0,39
1.00000144,40
1.0,41
1.0,42
1.00000561,43
1.0,44
1.0,45
1.0,46
1.00000586,47
1.00000445,48
1.00000179,49
1.0,50
1.0,51
1.0000319,52
1.00000851,53
1.0,54
1.0,55
1.0,56
1.0,57
0.99997,58
1.0,59
