c,time
1.00001,0
1.00001,1
1.00001,2
1.00001,3
1.0,4
1.00002,5
1.0,6
1.0,7
1.000005,8
1.0,9
1.0,10
1.00002382,11
1.000015,12
1.00001574,13
1.00002,14
1.00001575,15
1.000005,16
1.0,17
1.0,18
1.0,19
1.0,20
1.0,21
1.0,22
1.00002,23
1.0000245,24
1.000025,25
1.00003,26
1.000025,27
1.00002,28
1.00001249,29
1.00001639,30
1.000025,31
1.00002,32
1.00001753,33
1.00002,34
1.000025,35
1.00002,36
1.00002,37
1.00002,38
1.0000225,39
1.00002,40
1.000025,41
1.000025,42
1.000025,43
1.00001674,44
1.000025,45
1.00002,46
1.00003,47
1.000025,48
1.0000275,49
1.0000225,50
1.0000225,51
1.0000225,52
1.0000201,53
1.00001685,54
1.00001669,55
1.00002196,56
1.00001881,57
1.0000095,58
1.00003208,59
