s,t,c,o,h,l,v
o,2022-07-27 00:00:00,1.00013674,1.00011425,1.00013674,1.000065,0
k,2022-07-27 00:01:00,1.00005,1.00013674,1.00013674,1.00005,0
,2022-07-27 00:02:00,1.00006037,1.00005,1.00006037,1.00005,0
,2022-07-27 00:03:00,1.00008525,1.00006343,1.00012749,1.00006343,0
,2022-07-27 00:04:00,1.00005286,1.00008525,1.0001075,1.00005286,0
,2022-07-27 00:05:00,1.000097,1.00008628,1.00010075,1.00005037,0
,2022-07-27 00:06:00,1.0000789,1.000097,1.0000975,1.00005037,0
,2022-07-27 00:07:00,1.00006965,1.0000789,1.00008811,1.00005,0
,2022-07-27 00:08:00,1.00005,1.00006828,1.00007738,1.00004857,0
,2022-07-27 00:09:00,1.00007548,1.00005037,1.00009014,1.00005,0
,2022-07-27 00:10:00,1.00005037,1.00007177,1.00008138,1.00005037,0
,2022-07-27 00:11:00,1.00004832,1.00005037,1.00005287,1.00004582,0
,2022-07-27 00:12:00,1.00005,1.00004582,1.00005628,1.00004582,0
,2022-07-27 00:13:00,1.00005,1.00005037,1.00005429,1.00005,0
,2022-07-27 00:14:00,1.00005037,1.00005,1.00009825,1.00004857,0
,2022-07-27 00:15:00,1.00005,1.00005287,1.00005287,1.00005,0
,2022-07-27 00:16:00,1.00005,1.00005037,1.00005427,1.00005,0
,2022-07-27 00:17:00,1.00005037,1.00005,1.00005537,1.00005,0
,2022-07-27 00:18:00,1.00009275,1.00005,1.00011375,1.00005,0
,2022-07-27 00:19:00,1.00005037,1.00009275,1.0000975,1.00005037,0
,2022-07-27 00:20:00,1.00005281,1.00005037,1.00005536,1.00005,0
,2022-07-27 00:21:00,1.00005092,1.00005287,1.00005682,1.00005,0
,2022-07-27 00:22:00,1.00005,1.00005287,1.00005787,1.00005,0
,2022-07-27 00:23:00,1.00005074,1.00005,1.00005195,1.00005,0
,2022-07-27 00:24:00,1.00005894,1.00005074,1.00006507,1.00005001,0
,2022-07-27 00:25:00,1.00005669,1.00006,1.00006,1.00005074,0
,2022-07-27 00:26:00,1.00005017,1.00005074,1.00006295,1.00005001,0
,2022-07-27 00:27:00,1.00006047,1.00005001,1.00008499,1.00005001,0
,2022-07-27 00:28:00,1.000065,1.00005074,1.00007171,1.00005074,0
,2022-07-27 00:29:00,1.000065,1.000065,1.00006511,1.00005001,0
,2022-07-27 00:30:00,1.00005001,1.000065,1.00007264,1.00005001,0
,2022-07-27 00:31:00,1.00005074,1.00005001,1.000065,1.00005001,0
,2022-07-27 00:32:00,1.000065,1.00005074,1.000065,1.00005001,0
,2022-07-27 00:33:00,1.00005191,1.000065,1.000065,1.00005001,0
,2022-07-27 00:34:00,1.000055,1.000055,1.00006281,1.00005001,0
,2022-07-27 00:35:00,1.000055,1.000055,1.000055,1.00005074,0
,2022-07-27 00:36:00,1.000055,1.000055,1.00007,1.00005074,0
,2022-07-27 00:37:00,1.0001,1.00005074,1.0001175,1.00005074,0
,2022-07-27 00:38:00,1.000055,1.0001,1.0001,1.00005074,0
,2022-07-27 00:39:00,1.000055,1.000055,1.00009363,1.000055,0
,2022-07-27 00:40:00,1.000055,1.000055,1.00007,1.00005074,0
,2022-07-27 00:41:00,1.00005001,1.000055,1.00007,1.00005001,0
,2022-07-27 00:42:00,1.000055,1.00005001,1.00006818,1.00005001,0
,2022-07-27 00:43:00,1.00006318,1.000055,1.000065,1.00005001,0
,2022-07-27 00:44:00,1.00005074,1.00005535,1.00006582,1.00005001,0
,2022-07-27 00:45:00,1.00005074,1.00005158,1.000075,1.00005074,0
,2022-07-27 00:46:00,1.00005001,1.00005074,1.00007101,1.00005001,0
,2022-07-27 00:47:00,1.00005074,1.00005001,1.00006314,1.00005001,0
,2022-07-27 00:48:00,1.00005287,1.00005339,1.00006773,1.00005001,0
,2022-07-27 00:49:00,1.00005001,1.00005074,1.000055,1.00005,0
,2022-07-27 00:50:00,1.00005264,1.00005001,1.00006469,1.00005,0
,2022-07-27 00:51:00,1.00005001,1.00005074,1.00006033,1.00005,0
,2022-07-27 00:52:00,1.00005074,1.00005074,1.00006253,1.00005,0
,2022-07-27 00:53:00,1.00005074,1.00005074,1.00005074,1.00005,0
,2022-07-27 00:54:00,1.00005001,1.00005074,1.00006624,1.00005,0
,2022-07-27 00:55:00,1.00005001,1.00005001,1.00005074,1.00004714,0
,2022-07-27 00:56:00,1.00005074,1.00005001,1.000065,1.00005001,0
,2022-07-27 00:57:00,1.00005,1.00005001,1.00006,1.00004714,0
,2022-07-27 00:58:00,1.000055,1.00004714,1.000055,1.00004714,0
,2022-07-27 00:59:00,1.00005001,1.00005074,1.00005293,1.00004714,0
,2022-07-27 01:00:00,1.00005,1.00005001,1.00005662,1.00004714,0
,2022-07-27 01:01:00,1.00005,1.00005,1.0000589,1.00004714,0
,2022-07-27 01:02:00,1.00005074,1.00005,1.00005074,1.00004714,0
,2022-07-27 01:03:00,1.00005074,1.00005074,1.00005885,1.00005,0
,2022-07-27 01:04:00,1.00005001,1.00005074,1.00005801,1.00005,0
,2022-07-27 01:05:00,1.00005074,1.00005001,1.00005907,1.00005,0
,2022-07-27 01:06:00,1.00005,1.00005074,1.00006369,1.00005,0
,2022-07-27 01:07:00,1.00005074,1.00005,1.00005074,1.00005,0
,2022-07-27 01:08:00,1.00005,1.00005074,1.00005074,1.00005,0
,2022-07-27 01:09:00,1.00005074,1.00005001,1.00006638,1.00005,0
,2022-07-27 01:10:00,1.00005074,1.00005074,1.00006826,1.00005,0
,2022-07-27 01:11:00,1.00005074,1.00005465,1.00006114,1.00005,0
,2022-07-27 01:12:00,1.00005001,1.00005489,1.00006483,1.00005,0
,2022-07-27 01:13:00,1.00005074,1.00005001,1.00005074,1.00005,0
,2022-07-27 01:14:00,1.00005,1.00005074,1.000065,1.00005,0
,2022-07-27 01:15:00,1.00005001,1.00005001,1.00005074,1.00005,0
,2022-07-27 01:16:00,1.00005074,1.00005001,1.00006147,1.00005,0
,2022-07-27 01:17:00,1.00005001,1.00005074,1.00005074,1.00005001,0
,2022-07-27 01:18:00,1.00005001,1.00005001,1.00006308,1.00005,0
,2022-07-27 01:19:00,1.00005001,1.00005001,1.00006423,1.00004857,0
,2022-07-27 01:20:00,1.00006285,1.00005001,1.00006285,1.00005,0
,2022-07-27 01:21:00,1.00005001,1.00005074,1.00005395,1.00005,0
,2022-07-27 01:22:00,1.00005001,1.00005074,1.00005931,1.00005,0
,2022-07-27 01:23:00,1.00005001,1.00005074,1.00006,1.00005,0
,2022-07-27 01:24:00,1.00005001,1.00005001,1.00005873,1.00005,0
,2022-07-27 01:25:00,1.00005001,1.00005001,1.00006377,1.00005,0
,2022-07-27 01:26:00,1.00005001,1.00005074,1.00006017,1.00005,0
,2022-07-27 01:27:00,1.00005074,1.00005001,1.00013,1.00005,0
,2022-07-27 01:28:00,1.00005001,1.00005074,1.00005999,1.00005,0
,2022-07-27 01:29:00,1.00005074,1.00005001,1.00005999,1.00005,0
,2022-07-27 01:30:00,1.00005001,1.00005074,1.00005999,1.00005,0
,2022-07-27 01:31:00,1.00005589,1.00005074,1.00008,1.00004907,0
,2022-07-27 01:32:00,1.00005001,1.00005684,1.00006914,1.00004545,0
,2022-07-27 01:33:00,1.00006519,1.00005001,1.00007251,1.00005,0
,2022-07-27 01:34:00,1.00005074,1.00005121,1.00006645,1.00005,0
,2022-07-27 01:35:00,1.00011999,1.00005001,1.00011999,1.00005001,0
,2022-07-27 01:36:00,1.00013,1.00011999,1.00013499,1.000085,0
,2022-07-27 01:37:00,1.00005074,1.00013,1.00013,1.00005,0
,2022-07-27 01:38:00,1.00005074,1.00005001,1.00008499,1.00005001,0
,2022-07-27 01:39:00,1.000055,1.00005074,1.00008499,1.00005074,0
,2022-07-27 01:40:00,1.000065,1.000065,1.00007,1.00005001,0
,2022-07-27 01:41:00,1.000055,1.000055,1.00006516,1.000055,0
,2022-07-27 01:42:00,1.00005547,1.000055,1.00007665,1.00005074,0
,2022-07-27 01:43:00,1.00005037,1.00007666,1.00007666,1.00005037,0
,2022-07-27 01:44:00,1.0000559,1.00005748,1.00006132,1.00005037,0
,2022-07-27 01:45:00,1.00005037,1.00005037,1.0000696,1.00005037,0
,2022-07-27 01:46:00,1.00005279,1.00006132,1.00007571,1.00005,0
,2022-07-27 01:47:00,1.00005654,1.00005279,1.00007438,1.00005,0
,2022-07-27 01:48:00,1.00006136,1.00005654,1.00008067,1.00005,0
,2022-07-27 01:49:00,1.00005226,1.00006077,1.000085,1.00005,0
,2022-07-27 01:50:00,1.00005037,1.00005037,1.00007974,1.00005037,0
,2022-07-27 01:51:00,1.00005369,1.00006039,1.00008322,1.00005037,0
,2022-07-27 01:52:00,1.00005375,1.00005347,1.00007389,1.00005037,0
,2022-07-27 01:53:00,1.0000514,1.00005375,1.00007371,1.00005,0
,2022-07-27 01:54:00,1.00005165,1.0000514,1.00007267,1.00005037,0
,2022-07-27 01:55:00,1.00005037,1.00005323,1.00007669,1.00005,0
,2022-07-27 01:56:00,1.00008073,1.00005037,1.000082,1.00005037,0
,2022-07-27 01:57:00,1.00005,1.00007571,1.000082,1.00005,0
,2022-07-27 01:58:00,1.00005037,1.00005118,1.00007773,1.00005,0
,2022-07-27 01:59:00,1.00005037,1.00005037,1.00007602,1.00005,0
,2022-07-27 02:00:00,1.00005037,1.00005037,1.00006287,1.00005,0
,2022-07-27 02:01:00,1.0000575,1.00005037,1.00006,1.00005,0
,2022-07-27 02:02:00,1.00005351,1.00005234,1.00005787,1.00005,0
,2022-07-27 02:03:00,1.00005256,1.00005037,1.00006918,1.00005037,0
,2022-07-27 02:04:00,1.0000508,1.00005173,1.00009,1.00005037,0
,2022-07-27 02:05:00,1.00005418,1.0000508,1.0000703,1.00005,0
,2022-07-27 02:06:00,1.00005306,1.00005418,1.00006087,1.00005,0
,2022-07-27 02:07:00,1.00005787,1.00005037,1.00006931,1.00005037,0
,2022-07-27 02:08:00,1.00005037,1.00006125,1.00006693,1.00005,0
,2022-07-27 02:09:00,1.00005037,1.00005364,1.00006338,1.00005,0
,2022-07-27 02:10:00,1.00005982,1.00005037,1.00006556,1.00005,0
,2022-07-27 02:11:00,1.00005037,1.00005811,1.00006548,1.00005,0
,2022-07-27 02:12:00,1.00005749,1.00005607,1.0000631,1.00005,0
,2022-07-27 02:13:00,1.00005037,1.00005749,1.00005962,1.00005,0
,2022-07-27 02:14:00,1.00005,1.00005037,1.00006839,1.00005,0
,2022-07-27 02:15:00,1.00005787,1.00005,1.00006604,1.00005,0
,2022-07-27 02:16:00,1.00005491,1.00005236,1.00006253,1.00005,0
,2022-07-27 02:17:00,1.00005054,1.00005037,1.00006312,1.00005,0
,2022-07-27 02:18:00,1.00005,1.00005037,1.00005787,1.00005,0
,2022-07-27 02:19:00,1.00005037,1.00005,1.00005787,1.00005,0
,2022-07-27 02:20:00,1.00005,1.00005037,1.00005787,1.00004763,0
,2022-07-27 02:21:00,1.00005037,1.00005,1.00005037,1.0000475,0
,2022-07-27 02:22:00,1.00005,1.00005037,1.00005037,1.0000475,0
,2022-07-27 02:23:00,1.00005,1.00005,1.00005258,1.0000475,0
,2022-07-27 02:24:00,1.00005,1.00005,1.00005673,1.00005,0
,2022-07-27 02:25:00,1.00005,1.00005,1.00005074,1.0000475,0
,2022-07-27 02:26:00,1.00005,1.00005,1.00005037,1.00005,0
,2022-07-27 02:27:00,1.00005,1.00005,1.00005037,1.0000475,0
,2022-07-27 02:28:00,1.00005,1.00005,1.00005037,1.0000475,0
,2022-07-27 02:29:00,1.00005,1.00005,1.00005037,1.0000475,0
,2022-07-27 02:30:00,1.00005037,1.00005037,1.00005037,1.0000475,0
,2022-07-27 02:31:00,1.00005037,1.00005142,1.00005787,1.00005037,0
,2022-07-27 02:32:00,1.00005,1.00005037,1.00005388,1.00005,0
,2022-07-27 02:33:00,1.00005445,1.00005,1.00005787,1.00005,0
,2022-07-27 02:34:00,1.00005037,1.00005037,1.0000573,1.00005,0
,2022-07-27 02:35:00,1.00005,1.00005037,1.00005062,1.00004975,0
,2022-07-27 02:36:00,1.00005312,1.00004975,1.00005312,1.00004975,0
,2022-07-27 02:37:00,1.00005025,1.00005057,1.00005618,1.00005025,0
,2022-07-27 02:38:00,1.00005037,1.00005025,1.00005536,1.00005025,0
,2022-07-27 02:39:00,1.00005037,1.00005037,1.00005362,1.00005,0
,2022-07-27 02:40:00,1.00005,1.00005362,1.00005787,1.00005,0
,2022-07-27 02:41:00,1.00005037,1.00005498,1.000065,1.00005,0
,2022-07-27 02:42:00,1.00005037,1.00005494,1.00005787,1.00004582,0
,2022-07-27 02:43:00,1.00005287,1.00005037,1.00006472,1.00004582,0
,2022-07-27 02:44:00,1.00005037,1.00006,1.00006292,1.00005,0
,2022-07-27 02:45:00,1.00005037,1.00005037,1.00005037,1.00005,0
,2022-07-27 02:46:00,1.00005163,1.00005037,1.0000691,1.00004988,0
,2022-07-27 02:47:00,1.00005025,1.00005037,1.00005301,1.00005,0
,2022-07-27 02:48:00,1.00005,1.00005025,1.00005037,1.00005,0
,2022-07-27 02:49:00,1.00005037,1.00005,1.00005787,1.0000475,0
,2022-07-27 02:50:00,1.00005044,1.00005037,1.00005537,1.0000475,0
,2022-07-27 02:51:00,1.00005,1.00005,1.00005706,1.00004707,0
,2022-07-27 02:52:00,1.00005025,1.00005,1.00005322,1.00004707,0
,2022-07-27 02:53:00,1.00005037,1.00005037,1.00005037,1.00004707,0
,2022-07-27 02:54:00,1.00005,1.00005037,1.00005681,1.00004803,0
,2022-07-27 02:55:00,1.00005,1.00005,1.00005787,1.00004707,0
,2022-07-27 02:56:00,1.00005037,1.00005,1.00005037,1.00004707,0
,2022-07-27 02:57:00,1.00004707,1.00005037,1.000065,1.00004707,0
,2022-07-27 02:58:00,1.00005,1.00004707,1.00005037,1.00004707,0
,2022-07-27 02:59:00,1.00005037,1.00005,1.00006231,1.00005,0
,2022-07-27 03:00:00,1.00005,1.00005,1.0000513,1.00004714,0
,2022-07-27 03:01:00,1.00005,1.00005,1.00005037,1.00004857,0
,2022-07-27 03:02:00,1.00005,1.00005037,1.00005787,1.00005,0
,2022-07-27 03:03:00,1.00005651,1.00005,1.00006423,1.00005,0
,2022-07-27 03:04:00,1.00005787,1.00005149,1.0000675,1.00005037,0
,2022-07-27 03:05:00,1.00005564,1.00005787,1.00006225,1.00005,0
,2022-07-27 03:06:00,1.00005425,1.00005374,1.00006013,1.00005037,0
,2022-07-27 03:07:00,1.00005787,1.00005062,1.00005787,1.00005025,0
,2022-07-27 03:08:00,1.00005037,1.00005787,1.00005787,1.00005025,0
,2022-07-27 03:09:00,1.00005025,1.00005312,1.00005787,1.00005,0
,2022-07-27 03:10:00,1.00005062,1.00005,1.000065,1.00005,0
,2022-07-27 03:11:00,1.00005179,1.00005062,1.00005787,1.00005,0
,2022-07-27 03:12:00,1.00005412,1.00005179,1.00006175,1.00005,0
,2022-07-27 03:13:00,1.00005655,1.00005412,1.00006125,1.00005037,0
,2022-07-27 03:14:00,1.00005062,1.00005655,1.000065,1.00005,0
,2022-07-27 03:15:00,1.00005,1.00005045,1.00006095,1.00004782,0
,2022-07-27 03:16:00,1.00005162,1.00005,1.00005787,1.00004782,0
,2022-07-27 03:17:00,1.00005537,1.00005162,1.00005787,1.00005,0
,2022-07-27 03:18:00,1.00005037,1.00005438,1.00005617,1.00005,0
,2022-07-27 03:19:00,1.00005537,1.00005037,1.00005787,1.00005,0
,2022-07-27 03:20:00,1.00005112,1.00005,1.0000604,1.00005,0
,2022-07-27 03:21:00,1.00005287,1.00005112,1.00005845,1.00005025,0
,2022-07-27 03:22:00,1.00005287,1.00005037,1.00005914,1.00005037,0
,2022-07-27 03:23:00,1.00005188,1.00005287,1.00006,1.00005037,0
,2022-07-27 03:24:00,1.00005037,1.00005287,1.0000575,1.00005,0
,2022-07-27 03:25:00,1.00005418,1.00005537,1.00005772,1.00004782,0
,2022-07-27 03:26:00,1.00005362,1.00005418,1.00005537,1.00005,0
,2022-07-27 03:27:00,1.00005037,1.00005362,1.00005787,1.00005,0
,2022-07-27 03:28:00,1.00005285,1.00005037,1.00006,1.00005,0
,2022-07-27 03:29:00,1.00005287,1.00005037,1.00006,1.00005,0
,2022-07-27 03:30:00,1.00005062,1.00005292,1.00005537,1.00005025,0
,2022-07-27 03:31:00,1.00005037,1.00005062,1.00005537,1.00005001,0
,2022-07-27 03:32:00,1.00005162,1.00005287,1.00005787,1.00005,0
,2022-07-27 03:33:00,1.00005025,1.00005162,1.00005544,1.00005,0
,2022-07-27 03:34:00,1.0000525,1.00005025,1.00005287,1.00005,0
,2022-07-27 03:35:00,1.00005287,1.0000525,1.00005287,1.00005,0
,2022-07-27 03:36:00,1.00005312,1.00005037,1.00005445,1.00005,0
,2022-07-27 03:37:00,1.00005537,1.00005537,1.00005845,1.00005,0
,2022-07-27 03:38:00,1.00006,1.00005302,1.000065,1.00005,0
,2022-07-27 03:39:00,1.00005037,1.00005537,1.00005537,1.00005,0
,2022-07-27 03:40:00,1.0000575,1.0000575,1.0000575,1.00005,0
,2022-07-27 03:41:00,1.00005287,1.00005037,1.00005812,1.00005025,0
,2022-07-27 03:42:00,1.00005062,1.00005287,1.0000575,1.00005,0
,2022-07-27 03:43:00,1.00005037,1.00005062,1.00005287,1.00005025,0
,2022-07-27 03:44:00,1.0000544,1.00005037,1.0000575,1.00005,0
,2022-07-27 03:45:00,1.00005287,1.00005227,1.00006,1.00005025,0
,2022-07-27 03:46:00,1.00005025,1.00005195,1.00006,1.00005,0
,2022-07-27 03:47:00,1.00005,1.00005025,1.00005875,1.00004782,0
