c,time
1.0000275,0
1.00005,1
1.00002,2
1.00005,3
1.00005,4
1.00005,5
1.000045,6
1.000045,7
1.00005,8
1.00005,9
1.00005,10
1.00003055,11
1.00004,12
1.00002,13
1.00005,14
1.00005,15
1.00005,16
1.00005,17
1.00005,18
1.000025,19
1.00005,20
1.00005,21
1.000045,22
1.00003556,23
1.000025,24
1.00005,25
1.00002,26
1.00005,27
1.00005,28
1.00005,29
1.00005,30
1.00000025,31
1.00005,32
1.00005,33
1.00005,34
1.00005,35
1.00005,36
1.00005,37
1.00005,38
1.00004,39
1.00005,40
1.00005,41
1.000035,42
1.00005,43
1.0000475,44
1.00005,45
1.00002525,46
1.00002525,47
1.00005,48
1.0000375,49
1.00005,50
1.00005,51
1.00005,52
1.00005,53
1.0000275,54
1.00002535,55
1.00005,56
1.00002972,57
1.00005,58
1.00005,59
