c,time
0.99977748,0
0.99981,1
0.9998,2
0.99973,3
0.9998,4
0.9998,5
0.99981354,6
0.99981,7
0.9998,8
0.9998,9
0.9998,10
0.99982601,11
0.99993,12
0.99993,13
0.99993,14
0.99993,15
0.99992361,16
0.9999,17
0.99990001,18
0.99993,19
0.99990001,20
0.99990001,21
0.9998,22
0.9998,23
0.9998,24
0.9998015,25
0.9998,26
0.9998,27
0.99976,28
0.99973002,29
0.99973004,30
0.99977336,31
0.99975075,32
0.999754,33
0.99975075,34
0.99975075,35
0.9997603,36
0.99973002,37
0.99974,38
0.9997275,39
0.99973002,40
0.99974068,41
0.99973002,42
0.99970092,43
0.9997255,44
0.99973002,45
0.99972483,46
0.99975391,47
0.9997505,48
0.99977,49
0.9997615,50
0.9997505,51
0.9997555,52
0.9997025,53
0.99971,54
0.9997165,55
0.9997,56
0.99971,57
0.99970605,58
0.99969,59
