c,time
0.99995792,0
0.99995794,1
0.99996734,2
0.9999471,3
0.99999599,4
0.99999649,5
0.9999905,6
0.99999649,7
1.0,8
0.9999675,9
0.99999923,10
0.99997208,11
0.99999649,12
0.99996615,13
0.9999775,14
0.9999892,15
0.99995001,16
0.99997699,17
0.9999635,18
0.9999635,19
0.99996971,20
0.99993396,21
0.9999945,22
0.99997699,23
0.99997047,24
1.0,25
1.00000138,26
1.00000479,27
0.99999849,28
1.0,29
0.99999699,30
0.99999849,31
0.99999667,32
0.99999699,33
0.99999041,34
0.99999578,35
0.99999321,36
0.99999311,37
1.00000469,38
0.99999986,39
1.0,40
0.99999098,41
0.99999849,42
0.99999836,43
0.99997,44
0.99999849,45
0.99997272,46
0.9999735,47
0.99997329,48
0.99999591,49
0.99998251,50
0.99999849,51
0.99999699,52
0.99999699,53
1.0,54
0.99999849,55
0.99998786,56
0.99999058,57
0.99998009,58
0.99999345,59
