c,time
1.000035,0
1.0000325,1
1.000035,2
1.000035,3
1.00003,4
1.0000325,5
1.0000325,6
1.000035,7
1.0000348,8
1.0000325,9
1.00004216,10
1.0000375,11
1.000035,12
1.00004998,13
1.00005,14
1.00004998,15
1.00004498,16
1.00004996,17
1.00004996,18
1.00004996,19
1.00005,20
1.00005,21
1.00005,22
1.00004,23
1.00004,24
1.0000375,25
1.000035,26
1.00004,27
1.0000375,28
1.00004,29
1.00004498,30
1.00004996,31
1.00004,32
1.00004,33
1.00004497,34
1.00004988,35
1.00004992,36
1.00004494,37
1.00004,38
1.00004,39
1.00004996,40
1.00003989,41
1.00004498,42
1.0000375,43
1.00004498,44
1.00004,45
1.00004,46
1.00004,47
1.00004996,48
1.00004498,49
1.00005,50
1.00004996,51
1.00004998,52
1.00004996,53
1.00004998,54
1.00004,55
1.00004,56
1.00004996,57
1.00004996,58
1.00005,59
1.000017,0
