c,time
1.00003,0
1.000015,1
1.00003,2
1.00004995,3
1.00007934,4
1.000095,5
1.00009994,6
1.00009994,7
1.00001,8
1.00009996,9
1.00009997,10
1.00009994,11
1.00009995,12
1.00003997,13
1.00009994,14
1.00009994,15
1.00009994,16
1.00009994,17
1.00009994,18
1.00009994,19
1.00009994,20
1.00007494,21
1.00009994,22
1.00009994,23
1.00009994,24
1.00004995,25
1.00004995,26
1.00004995,27
1.00004995,28
1.00009994,29
1.00004995,30
1.00004995,31
1.00009994,32
1.00009994,33
1.00003222,34
1.00009994,35
1.0000145,36
1.0000145,37
1.00004995,38
1.00004995,39
1.00007494,40
1.00004995,41
1.00004993,42
1.000018,43
1.000014,44
1.0000185,45
1.0000185,46
1.0000185,47
1.00001225,48
1.00001225,49
1.0000145,50
1.00004993,51
1.00001225,52
1.0000145,53
1.00004993,54
1.0000155,55
1.00004995,56
1.0000155,57
1.0000145,58
1.00002483,59
