c,time
0.99959999,0
0.999605,1
0.999605,2
0.9996,3
0.9995855,4
0.999595,5
0.999595,6
0.99958499,7
0.9995846,8
0.999595,9
0.999595,10
0.99958303,11
0.99958303,12
0.999575,13
0.9995785,14
0.9995825,15
0.99959852,16
0.9995945,17
0.99959,18
0.99959,19
0.999589,20
0.99958,21
0.99957125,22
0.999595,23
0.9995625,24
0.99958,25
0.99957449,26
0.99957,27
0.99957898,28
0.99957,29
0.999561,30
0.99955837,31
0.99955963,32
0.999575,33
0.99958849,34
0.99955772,35
0.99955635,36
0.999555,37
0.99959692,38
0.99958,39
0.99955012,40
0.9995075,41
0.99949868,42
0.99951554,43
0.99953,44
0.99949,45
0.99949999,46
0.99949999,47
0.99952999,48
0.99953,49
0.99954999,50
0.9995501,51
0.99953479,52
0.99954999,53
0.999535,54
0.99952999,55
0.99950999,56
0.99950999,57
0.99950105,58
0.99949999,59
