c,time
1.00015,0
1.00015,1
1.00015,2
1.00012472,3
1.00015,4
1.00011647,5
1.00013583,6
1.00015,7
1.00015,8
1.00014447,9
1.00015,10
1.00015001,11
1.00014856,12
1.00015,13
1.00014575,14
1.00011999,15
1.00015001,16
1.00015,17
1.00014037,18
1.00015001,19
1.00014888,20
1.00013499,21
1.00013747,22
1.00011999,23
1.00014447,24
1.00014447,25
1.000146,26
1.00014447,27
1.00014326,28
1.00013374,29
1.00013232,30
1.00012374,31
1.00015,32
1.00012964,33
1.00010191,34
1.00011099,35
1.00011099,36
1.00011449,37
1.00015,38
1.00015,39
1.00011449,40
1.00012345,41
1.00015,42
1.00015,43
1.00011449,44
1.0001,45
1.00012333,46
1.00015,47
1.000135,48
1.00014166,49
1.00014333,50
1.00011484,51
1.00014083,52
1.0001,53
1.0001225,54
1.00013747,55
1.0001065,56
1.00013747,57
1.0001,58
1.00009749,59
