c,time
1.0000325,0
1.000035,1
1.00004,2
1.0000375,3
1.000035,4
1.0000375,5
1.00004,6
1.0000375,7
1.00004,8
1.0000375,9
1.00004,10
1.00004,11
1.0000375,12
1.00004,13
1.00004,14
1.00003764,15
1.00005,16
1.00004996,17
1.00005,18
1.00004998,19
1.00005,20
1.00004998,21
1.00004996,22
1.00005,23
1.00005,24
1.00004996,25
1.00005,26
1.00004498,27
1.00004996,28
1.00004992,29
1.00004996,30
1.00005,31
1.00004996,32
1.00004494,33
1.00004998,34
1.00004,35
1.00004989,36
1.00004996,37
1.00004992,38
1.00004989,39
1.00004494,40
1.00004,41
1.00004498,42
1.0000375,43
1.0000375,44
1.0000375,45
1.00004498,46
1.00004498,47
1.00004996,48
1.00004,49
1.00004498,50
1.00004,51
1.00004,52
1.00004998,53
1.00004998,54
1.00004498,55
1.00004,56
1.00004998,57
1.00004996,58
1.00004996,59
