c,time
1.00004576,0
1.00003372,1
1.00003969,2
1.00002246,3
1.00004995,4
1.00004995,5
1.00002972,6
1.00001975,7
1.00001975,8
1.00000971,9
1.00002483,10
1.00001093,11
1.0000274,12
1.00001975,13
1.00003971,14
1.00002049,15
1.00001975,16
1.00001473,17
1.00004528,18
1.00004995,19
1.00004859,20
1.0,21
1.00000971,22
1.00000971,23
1.00001473,24
1.00000971,25
1.00000971,26
1.0000112,27
1.0000112,28
1.00001975,29
1.00001975,30
1.00004938,31
1.00001975,32
1.00004995,33
1.00001975,34
1.00001547,35
1.00003973,36
1.00003038,37
1.00003973,38
1.00002974,39
1.00004973,40
1.00004995,41
1.00006279,42
1.00004878,43
1.00005974,44
1.00003485,45
1.00007974,46
1.00004995,47
1.00004995,48
1.00003485,49
1.00004995,50
1.00005484,51
1.00004995,52
1.00004995,53
1.00005974,54
1.00003819,55
1.00004995,56
1.00004995,57
1.00004973,58
1.00003422,59
