c,time
1.00004995,0
1.00004995,1
1.0000295,2
1.00004995,3
1.00004995,4
1.00004995,5
1.00004995,6
1.00001988,7
1.00000987,8
1.0000045,9
1.00004995,10
1.0,11
1.00004995,12
1.0,13
1.00004995,14
1.00000987,15
1.00004995,16
1.00004995,17
1.00000987,18
1.0,19
1.0,20
1.0,21
1.00004995,22
1.0,23
1.00004995,24
1.0,25
1.0,26
1.0,27
1.0,28
1.00004995,29
1.00004995,30
1.00003993,31
1.0000015,32
1.000029,33
1.00004995,34
1.0000335,35
1.000085,36
1.00004995,37
1.00005989,38
1.00004972,39
1.00005989,40
1.00004995,41
1.00004972,42
1.00004995,43
1.00004995,44
1.0000645,45
1.0000745,46
1.0000845,47
1.00006989,48
1.00006989,49
1.00005992,50
1.0000825,51
1.00006989,52
1.00006989,53
1.00006989,54
1.00006989,55
1.00008,56
1.00006989,57
1.00006989,58
1.0000799,59
