c,time
1.0,0
1.00000746,1
1.0,2
1.00001,3
1.000005,4
1.0,5
1.0,6
1.00000992,7
1.0,8
1.00002,9
1.0,10
1.000005,11
1.0,12
1.0,13
1.00002,14
1.000045,15
1.00000992,16
1.00000992,17
1.00000992,18
1.00004995,19
1.0,20
1.00004995,21
1.0,22
1.00002,23
1.00000992,24
1.00004995,25
1.00000746,26
1.00003497,27
1.00000992,28
1.00002,29
1.00002,30
1.00004995,31
1.00002,32
1.00004995,33
1.00002,34
1.00004995,35
1.00004995,36
1.00004995,37
1.00002,38
1.00004995,39
1.0000125,40
1.00004587,41
1.00003,42
1.00004995,43
1.00002,44
1.00004995,45
1.00002,46
1.00004995,47
1.000021,48
1.00002,49
1.0000125,50
1.00002,51
1.00001996,52
1.00003497,53
1.00003747,54
1.00002,55
1.00003025,56
1.000015,57
1.000015,58
1.0000225,59
