c,time
0.99953002,0
0.9995135,1
0.99953,2
0.99950267,3
0.9995,4
0.99950974,5
0.9995,6
0.99952171,7
0.99954,8
0.99956025,9
0.999545,10
0.999565,11
0.9995501,12
0.9995815,13
0.99959,14
0.99956,15
0.999585,16
0.999585,17
0.99958,18
0.99958,19
0.99956999,20
0.99958,21
0.999585,22
0.999595,23
0.9996025,24
0.99959749,25
0.999595,26
0.99964538,27
0.99966999,28
0.99966,29
0.99966706,30
0.99965572,31
0.9996501,32
0.99965,33
0.99964,34
0.9996525,35
0.99965015,36
0.999645,37
0.999645,38
0.999645,39
0.99963,40
0.999635,41
0.999645,42
0.99964,43
0.99964,44
0.9996375,45
0.99964,46
0.99964281,47
0.99965999,48
0.99965,49
0.99963886,50
0.99964749,51
0.99964999,52
0.99965999,53
0.99966499,54
0.99966,55
0.99968,56
0.99967034,57
0.99968,58
0.99967169,59
