c,time
1.00009399,0
1.00009049,1
1.00004998,2
1.00009998,3
1.000045,4
1.00005,5
1.000046,6
1.00005,7
1.000046,8
1.00005,9
1.000046,10
1.00004,11
1.00005,12
1.00005,13
1.00002049,14
1.000037,15
1.00004,16
1.000045,17
1.00005,18
1.00005,19
1.000045,20
1.000025,21
1.000045,22
1.00005,23
1.00004,24
1.00005249,25
1.00005498,26
1.00005036,27
1.00005403,28
1.000039,29
1.00005,30
1.0000435,31
1.0000401,32
1.00005,33
1.00005,34
1.0000435,35
1.0000435,36
1.0000435,37
1.00004,38
1.00004,39
1.000035,40
1.00005,41
1.0000435,42
1.00001019,43
1.0000235,44
1.000037,45
1.000025,46
1.00001,47
1.000037,48
1.00001,49
1.00005,50
1.0000425,51
1.00003248,52
1.00005,53
1.000035,54
1.00002,55
1.00005,56
1.00004,57
1.00004,58
1.0000435,59
