c,time
0.999865,0
0.999865,1
0.9998575,2
0.99985,3
0.9998543,4
0.99985038,5
0.99985863,6
0.99985038,7
0.99985502,8
0.9998575,9
0.99988,10
0.9998575,11
0.9998656,12
0.9998625,13
0.9998625,14
0.9998625,15
0.999895,16
0.9998775,17
0.9998875,18
0.9998875,19
0.9998825,20
0.9998875,21
0.99988448,22
0.9998825,23
0.9998825,24
0.9998825,25
0.9998825,26
0.99988138,27
0.99985,28
0.999845,29
0.99985,30
0.9998925,31
0.9998925,32
0.9998775,33
0.99985537,34
0.9998675,35
0.999865,36
0.99988456,37
0.999875,38
0.9998575,39
0.9998575,40
0.99986209,41
0.99988,42
0.99986543,43
0.99986,44
0.999885,45
0.999865,46
0.99985427,47
0.99985287,48
0.99985946,49
0.99985537,50
0.9998575,51
0.99985287,52
0.99985038,53
0.99985038,54
0.99985075,55
0.99985287,56
0.99985038,57
0.99985537,58
0.99985287,59
1.00005037,0
