c,time
1.0000016,0
1.0,1
1.00000025,2
1.00003,3
1.0000005,4
1.0,5
1.00004,6
1.00000025,7
1.00005,8
1.0,9
1.00005,10
1.00002,11
1.0,12
1.0,13
1.00000025,14
1.00005,15
1.000025,16
1.00000564,17
1.0000005,18
1.0000005,19
1.00000025,20
1.0,21
1.000085,22
1.00004,23
1.0000005,24
1.0,25
1.00001025,26
1.00000136,27
1.0,28
1.0,29
1.00000025,30
1.00000001,31
1.0,32
1.00001025,33
1.00001399,34
1.00000614,35
1.00000001,36
1.0000005,37
1.00000453,38
1.00002825,39
1.0000005,40
1.00000025,41
1.0000005,42
1.00004,43
1.00000025,44
1.00000025,45
1.000025,46
1.0000005,47
1.00003,48
1.0000005,49
1.00000025,50
1.0,51
1.00002525,52
1.0,53
1.0,54
1.00002525,55
1.00002525,56
1.00000232,57
1.00005,58
1.00000025,59
